RCPT,RCRK
IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW,
12,0,5,0,4,6,10,7,0,10,6,3,3,40,Joey,Brown,5,10,10,85,0,0,0,4,1,1,0,0,40,0,96,0,36,8006,0,0,86,168,40,0,0,77,20,0,36,3,3,0,63,1,1,0,78,1386,86,1,56,40,40,0,0,16,46,47,64,0,31,9,9,0,0,10,0,0,0,0,1,1,0,3,40,93,0,91,47,0,0,0,0,14,40,0,10,88,48,73,41,0,0,0,20,21,1,0,79,1,3,33,46,0,31,6,81,29,0,73,0,30,38,5,63,10,10,0,78,29,31,31,60,32,51,75,76,21,0,0,
12,0,10,0,4,6,10,7,0,10,6,0,0,40,Kevin,Walton,8,10,10,84,0,0,0,4,0,0,0,0,40,0,85,0,84,556,1,0,92,163,40,0,0,58,39,0,35,3,3,0,68,1,1,0,83,1321,88,0,67,40,40,0,0,35,47,16,40,0,23,7,7,0,5,0,0,3,0,1,1,1,0,12,46,85,0,55,34,0,0,1,0,1,40,5,0,63,48,79,55,0,0,0,40,40,0,0,58,3,16,82,80,0,2,6,50,29,0,70,0,23,61,8,52,10,10,0,45,90,88,49,25,50,24,78,51,40,0,0,
10,0,12,0,4,6,10,7,0,10,6,3,3,53,Marcus,Page,5,10,10,85,0,0,0,4,2,2,0,0,40,0,87,0,23,2340,0,0,90,7,40,0,0,62,45,0,40,3,3,0,66,1,1,0,85,652,85,0,40,46,40,0,0,16,48,86,80,0,41,10,10,0,0,0,0,0,0,0,1,1,0,1,54,78,0,75,81,0,0,1,0,3,40,0,0,78,79,81,64,0,0,0,46,35,4,0,72,1,1,57,44,0,9,6,85,29,0,70,0,36,34,5,64,10,10,0,76,44,40,31,87,30,88,75,69,35,0,0,
4,0,5,0,10,10,10,0,0,3,9,3,3,40,Travis,Simpson,6,10,7,73,0,0,0,4,0,0,0,0,40,0,86,0,74,8723,0,0,77,14,40,0,0,51,28,0,78,3,3,0,45,2,2,0,73,312,79,0,76,67,63,1,0,35,49,16,40,0,67,9,15,0,5,0,0,3,0,0,1,1,0,8,40,60,0,40,25,0,0,1,0,5,40,5,0,53,75,77,44,0,0,0,27,17,5,0,48,1,11,79,45,24,34,15,21,20,20,75,15,58,78,0,40,21,14,0,26,54,57,85,20,81,25,78,26,16,0,0,
12,0,5,0,4,10,5,10,0,10,9,3,3,40,James,Livingston,5,10,10,80,0,0,0,4,1,1,0,0,40,0,80,0,71,2832,0,0,76,5,40,0,1,53,15,0,82,4,4,0,49,2,2,0,69,274,84,0,77,66,67,0,0,16,50,23,40,0,64,10,10,0,5,12,0,2,0,1,1,1,0,8,40,76,0,40,22,0,0,0,0,6,40,5,12,45,77,78,45,0,0,0,15,33,5,0,49,1,11,86,42,21,11,21,43,15,20,76,17,81,79,0,50,20,16,0,22,52,56,83,24,81,16,78,18,33,0,0,
10,0,12,0,4,8,10,5,0,10,7,3,3,40,Marques,Gillett,7,8,7,90,0,1,1,4,1,1,0,0,40,0,92,0,72,28,0,0,94,167,40,0,0,65,20,0,45,3,3,1,79,1,1,0,93,175,82,1,69,40,40,0,0,35,51,46,57,0,44,0,0,0,0,10,0,3,0,0,1,1,0,18,40,71,0,72,45,0,0,0,0,20,40,0,10,65,63,75,57,1,1,0,20,37,4,0,68,3,17,75,72,0,0,6,83,30,0,74,0,17,70,0,59,0,1,0,64,70,75,36,80,35,87,75,75,36,0,0,
8,0,11,0,4,10,10,0,0,3,9,3,3,40,Adam,Jolly,6,10,7,80,0,0,0,4,2,2,0,0,40,0,69,0,69,11264,1,0,71,209,51,0,0,49,20,0,76,3,3,0,56,2,2,0,62,18,85,0,76,62,64,0,0,35,52,31,40,0,66,10,10,0,5,12,0,3,0,2,1,1,0,8,40,67,0,50,26,0,0,0,0,7,40,5,12,46,72,68,44,0,0,0,20,19,2,0,51,3,11,72,45,24,44,15,43,20,20,76,15,82,80,0,40,21,14,0,30,54,56,75,22,71,25,75,21,20,0,0,
10,0,4,0,12,10,10,0,0,3,9,3,3,40,Hunter,Vaughn,6,10,7,75,0,0,0,4,0,0,0,0,40,0,61,0,80,7980,1,0,73,128,40,0,0,50,23,0,83,3,3,0,41,2,2,0,66,2695,86,0,84,67,66,0,0,16,53,38,40,0,66,3,17,0,0,0,0,0,0,2,1,1,0,8,40,69,0,40,20,0,0,1,0,8,40,0,0,49,85,79,40,11,11,0,22,39,4,0,47,1,10,80,46,24,31,15,45,20,20,76,15,81,81,0,53,21,14,0,15,56,55,85,14,86,17,77,16,39,0,0,
10,0,12,0,4,6,10,7,0,10,6,3,3,40,Emmanuel,Patterson,5,10,10,83,0,0,0,4,2,2,0,0,40,0,82,0,40,10248,0,0,87,168,59,0,0,69,22,0,40,3,3,0,69,1,1,0,73,2600,83,1,41,40,40,0,0,1,54,57,69,0,28,16,16,0,0,10,0,0,0,0,1,1,0,3,40,79,0,84,55,0,0,0,0,15,40,0,10,73,48,68,58,0,0,0,23,31,1,1,63,1,3,36,47,0,40,6,68,29,0,74,0,24,36,5,68,10,10,0,78,36,34,33,62,34,61,71,60,31,0,0,
4,0,12,0,3,4,2,8,0,0,3,13,13,40,Mark,Fowlkes,4,3,2,76,0,0,0,4,0,0,0,0,40,0,89,0,34,5505,0,0,70,222,40,0,0,37,85,0,39,4,4,0,53,2,2,0,62,2596,85,0,41,84,81,0,0,24,55,39,40,0,84,9,9,0,0,0,0,2,0,2,2,2,0,5,40,40,0,41,37,0,0,0,0,2,40,0,0,38,87,79,65,0,0,0,85,81,3,0,26,5,9,33,32,21,21,21,19,8,20,77,16,120,50,0,40,10,16,0,53,29,30,30,53,30,19,78,37,81,0,0,
10,0,5,0,12,6,10,7,0,10,6,3,3,40,Jimmy,Webster,8,10,10,84,0,0,0,4,2,2,0,0,40,0,91,0,70,9995,0,0,92,36,40,0,0,68,40,0,35,3,3,1,70,1,1,0,92,2441,87,0,64,40,40,0,0,16,56,56,75,0,22,10,10,0,5,10,0,2,0,0,1,1,0,18,46,86,0,71,53,0,0,0,0,21,40,5,10,73,52,76,54,1,1,0,39,40,4,1,58,2,16,77,78,0,39,6,60,29,0,71,0,8,58,8,52,10,10,0,54,83,84,37,95,36,75,74,91,40,0,0,
10,0,13,0,8,10,10,4,0,10,6,3,3,40,Jeff,Horne,8,6,10,80,0,0,0,4,1,1,0,0,40,0,81,0,36,10752,0,0,73,166,40,0,0,86,69,0,31,3,3,0,74,2,2,0,67,2282,82,0,58,69,75,0,0,16,57,75,77,0,72,0,0,0,0,0,0,2,0,1,1,1,0,4,40,79,0,66,70,0,0,0,0,4,40,0,0,79,75,76,56,11,11,0,69,75,3,0,78,1,4,27,36,5,42,10,75,29,26,77,10,63,52,0,64,10,10,0,75,25,25,22,68,28,66,77,66,75,0,0,
10,0,6,0,12,10,10,4,0,10,6,3,3,43,Ricardo,Fuller,8,6,10,86,0,3,3,4,0,0,0,0,40,0,90,0,36,2078,0,0,92,108,40,0,0,72,18,0,35,3,3,0,74,1,1,0,79,2273,85,1,62,40,40,0,0,0,58,49,59,0,29,0,0,0,0,12,0,0,0,1,1,1,0,3,40,97,0,91,47,0,0,0,0,16,40,0,12,82,46,77,54,0,0,0,17,22,1,0,72,1,3,31,45,5,8,10,74,29,26,74,10,51,39,0,66,10,10,0,70,28,29,31,56,32,52,74,83,21,0,1,
10,0,4,0,2,10,10,4,0,10,6,0,0,50,Nathan,Brooks,8,6,10,85,0,0,0,4,0,0,0,0,40,0,76,0,35,2153,0,0,79,167,40,0,0,76,73,0,52,4,4,0,68,2,2,0,70,2162,89,0,42,73,76,3,0,16,59,78,63,0,79,0,0,1,5,0,0,0,0,0,2,2,0,4,47,73,0,70,65,0,0,1,1,5,40,5,0,79,77,76,61,0,0,0,73,75,5,0,74,13,4,35,43,5,8,10,71,29,26,77,10,87,50,0,63,10,10,0,59,31,34,31,68,31,64,77,63,76,0,0,
10,0,2,0,5,4,2,8,0,0,3,3,3,40,Josh,Wright,4,3,2,78,0,0,0,4,1,1,0,0,40,0,79,0,77,12060,0,0,70,186,40,0,1,20,34,0,76,4,4,0,40,1,1,0,58,2150,81,0,79,63,63,0,0,18,60,21,40,0,64,3,3,0,0,0,0,0,0,1,1,1,0,9,40,40,0,43,23,0,0,1,0,1,40,0,0,19,82,76,60,15,15,0,35,27,5,0,20,5,12,68,58,21,47,21,24,8,20,77,16,97,76,0,40,10,16,0,22,51,49,69,18,81,29,77,27,28,0,0,
12,0,4,0,10,8,10,5,0,10,7,3,3,40,Jason,Holt,7,8,7,89,0,0,0,4,2,2,0,0,40,0,97,0,72,12291,0,0,95,199,40,0,0,64,14,0,77,3,3,0,76,1,1,0,86,2132,83,1,82,40,40,0,0,35,61,39,40,0,15,9,9,0,0,0,0,3,0,0,1,1,0,13,40,76,0,62,50,0,0,1,0,1,40,0,0,65,68,80,54,11,11,0,14,33,2,1,69,3,17,77,78,0,48,6,54,30,0,72,0,21,78,0,65,0,1,0,65,71,74,62,35,57,19,78,25,33,0,0,
5,0,10,0,7,10,10,0,0,3,9,3,3,40,Shane,West,6,10,7,86,0,0,0,4,0,0,0,0,40,0,85,0,88,4899,0,0,76,121,40,0,0,56,80,0,78,4,4,1,52,2,2,0,75,2102,79,0,82,81,80,0,0,38,62,25,40,0,84,14,14,0,5,0,0,0,0,2,2,2,0,18,40,73,0,40,22,0,0,1,0,22,40,5,0,44,80,73,48,11,11,0,81,81,1,0,58,3,10,75,41,24,19,15,33,20,20,77,15,110,72,0,42,21,14,0,34,35,30,49,15,55,23,74,31,80,0,0,
11,0,12,0,13,10,10,0,0,3,9,3,3,40,Tony,Taylor,6,10,7,76,0,0,0,4,0,0,3,3,40,0,74,0,74,1064,0,0,82,169,40,0,0,40,80,0,79,4,4,1,46,2,2,0,65,2053,83,0,85,80,88,0,0,16,63,23,40,0,80,0,0,0,5,9,0,2,0,2,1,1,0,18,40,75,0,40,18,0,0,0,0,23,40,5,9,42,78,76,50,10,10,0,80,88,2,0,35,1,11,72,42,24,4,15,35,20,20,76,15,82,79,0,45,21,14,0,22,54,45,59,24,78,33,74,33,88,0,0,
12,0,10,0,5,10,10,4,0,10,6,0,0,46,Tristan,Sullivan,8,6,10,85,0,0,0,4,0,0,0,0,40,0,74,0,32,5437,1,0,80,11,57,0,0,67,65,0,52,4,4,0,83,2,2,0,76,1700,83,0,57,65,65,0,0,38,64,62,56,0,55,0,0,0,0,0,0,2,0,2,2,2,0,4,50,81,0,67,59,0,0,1,0,6,40,0,0,74,62,67,63,7,0,0,64,66,3,0,74,1,4,30,49,5,21,10,72,29,26,72,10,53,55,0,59,10,10,0,58,27,28,26,54,30,54,73,58,66,0,0,
5,0,4,0,10,6,10,7,0,10,6,3,3,40,Jeff,Rodgers,5,10,10,83,0,0,0,4,1,1,0,0,40,0,91,0,79,1131,0,0,90,4,40,0,0,70,19,0,45,3,3,1,79,1,1,0,79,1651,83,1,66,40,40,0,0,16,65,44,68,0,20,9,9,0,0,10,0,0,0,1,1,1,0,18,40,80,0,92,48,0,0,0,0,24,40,0,10,78,58,78,63,1,1,0,19,28,3,0,78,1,3,77,42,0,4,6,70,29,0,75,0,60,44,5,73,10,10,0,71,67,72,34,41,33,50,74,72,28,0,1,
10,0,5,0,4,10,10,0,0,3,9,20,20,45,George,Brown,6,10,7,68,0,0,0,4,0,0,0,0,40,0,90,0,37,1547,0,0,62,15,40,0,0,55,80,0,41,4,4,0,59,2,2,0,64,1585,84,0,45,81,85,0,0,14,66,21,40,0,76,0,0,1,0,0,0,3,0,0,2,2,0,5,44,67,0,45,22,0,0,0,1,3,45,0,0,19,87,79,67,0,0,0,81,86,5,0,50,5,5,34,26,24,6,15,31,20,20,78,15,129,52,0,42,21,14,0,43,20,20,23,16,30,56,78,34,86,0,0,
5,0,8,0,12,6,10,7,0,10,6,3,3,40,Austin,Meyer,5,10,10,86,0,0,0,4,2,2,0,0,40,0,86,0,15,8806,0,0,91,164,40,0,0,64,41,0,40,3,3,0,59,1,1,0,85,1278,84,0,42,41,40,0,0,32,67,68,66,0,49,12,12,0,0,4,0,3,0,2,1,1,0,1,40,74,0,70,78,0,0,1,0,4,40,0,4,67,61,72,59,2,2,0,41,40,0,0,75,1,1,39,47,0,34,6,62,29,0,74,0,22,44,5,60,10,10,0,69,21,39,33,81,35,74,74,80,40,0,0,
12,0,11,0,10,5,10,5,0,10,7,0,0,66,Jeff,Goodman,7,8,7,81,0,0,0,4,0,0,0,0,40,0,85,0,36,2404,0,0,84,169,46,0,0,47,39,0,36,3,3,0,48,2,2,0,80,812,87,0,41,40,40,0,1,0,68,63,72,0,25,0,0,0,0,2,0,2,0,2,2,2,0,0,87,70,0,71,56,0,0,1,0,2,40,0,0,52,51,72,66,0,0,0,38,40,1,0,45,1,0,20,39,1,9,6,44,30,0,77,0,39,32,0,40,0,1,0,70,17,23,24,71,24,70,76,69,40,0,1,
4,0,5,0,9,6,10,7,0,10,6,3,3,40,James,Thomas,5,10,10,83,0,3,3,4,3,3,0,0,40,0,78,0,27,1161,0,0,88,140,63,0,0,59,41,0,17,3,3,0,56,1,1,0,77,757,81,0,40,41,40,0,0,32,69,66,66,0,40,0,0,0,0,10,0,3,0,1,1,1,0,1,40,77,0,65,67,0,0,0,0,5,40,0,10,62,59,66,48,1,1,0,40,35,4,1,72,1,1,24,38,0,4,6,64,29,0,73,0,51,40,5,65,10,10,0,75,26,20,38,72,32,75,69,75,36,0,0,
4,0,12,0,10,10,10,0,0,3,9,3,3,40,Travis,Hurd,6,10,7,75,0,0,0,4,3,3,0,0,40,0,62,0,77,2560,0,0,73,122,40,0,0,50,22,0,82,3,3,0,41,1,1,0,65,650,86,0,80,66,67,1,0,16,70,32,40,0,63,0,0,0,5,10,0,0,0,2,1,1,0,8,40,68,0,40,20,0,0,0,0,9,40,5,10,48,82,76,40,11,11,0,23,35,3,1,46,1,10,79,46,24,10,15,45,20,20,77,15,101,79,0,52,21,14,0,15,56,55,82,19,82,19,77,20,35,0,0,
3,0,4,0,13,10,10,4,0,10,6,3,3,40,Erik,Carpenter,8,6,10,85,0,0,0,4,0,0,0,0,40,0,84,0,22,10768,0,0,83,237,40,0,0,62,61,0,16,4,4,1,60,2,2,0,84,500,89,0,43,62,64,0,0,16,71,77,77,0,67,16,16,0,0,0,0,2,0,0,1,1,0,18,40,79,0,78,85,0,0,1,0,25,40,0,0,68,73,77,61,0,0,0,62,64,1,0,74,15,1,54,39,5,42,10,61,29,26,71,10,66,43,0,67,10,10,0,80,16,29,20,73,33,79,74,81,64,0,0,
12,0,11,0,4,10,10,0,0,3,9,20,20,40,Tim,Jones,6,10,7,66,0,0,0,4,0,0,0,0,40,0,94,0,35,1079,0,0,61,28,45,0,0,75,78,0,41,4,4,1,67,2,2,0,60,327,76,0,67,77,80,0,0,12,72,74,63,0,78,17,17,1,0,0,0,3,0,1,2,2,0,18,40,78,0,64,68,0,0,0,1,26,40,0,0,81,82,74,54,0,0,0,78,79,0,0,21,5,7,34,22,24,4,15,65,20,20,74,15,115,38,0,42,21,14,0,64,29,34,31,70,30,59,73,55,79,0,0,
12,0,2,0,4,10,5,10,0,10,9,16,16,40,Jerod,Vaughn,5,10,10,85,0,0,0,4,3,3,2,2,40,0,87,0,65,40,0,0,84,135,40,0,0,55,38,0,77,3,3,0,56,1,1,0,71,2570,78,0,78,63,67,0,0,35,73,22,40,0,68,0,0,0,5,0,0,3,0,0,1,1,0,8,40,69,0,40,25,0,0,1,0,10,40,5,0,52,74,79,42,0,0,0,37,15,2,0,58,1,11,89,41,21,0,21,37,15,20,72,17,87,84,0,40,20,16,0,37,48,57,85,16,79,15,76,34,16,0,0,
9,0,10,0,12,6,10,7,0,10,6,3,3,40,Mike,Clayton,5,10,10,83,0,0,0,4,1,1,3,3,40,0,83,0,59,53,0,0,89,128,40,0,0,78,28,0,50,3,3,0,79,1,1,0,83,2564,83,1,52,40,40,0,0,9,74,59,68,0,25,9,9,0,0,12,0,3,0,0,1,1,0,3,40,77,0,92,54,0,0,0,0,17,40,0,12,84,47,79,65,0,0,0,29,34,4,0,78,1,3,48,49,0,0,6,80,29,0,73,0,41,47,5,66,10,10,0,85,63,63,41,65,41,67,73,56,34,0,0,
12,0,5,0,4,6,10,7,0,10,6,3,3,41,Matt,Cooper,8,10,10,85,0,0,0,4,2,2,0,0,40,0,95,0,83,1209,0,0,96,163,43,0,0,68,40,0,54,3,3,1,68,1,1,0,92,2531,82,0,60,40,40,0,0,32,75,53,65,0,19,13,13,0,0,0,0,3,0,0,1,1,0,18,50,90,0,85,52,0,0,1,0,27,40,0,0,68,51,78,53,2,2,0,40,39,4,1,67,2,16,77,76,0,4,6,61,29,0,71,0,25,62,8,62,10,10,0,64,81,83,32,86,30,85,72,87,38,0,0,
2,0,10,0,4,10,10,4,0,10,6,3,3,40,Andre,Williams,8,6,10,78,0,3,3,4,3,3,0,0,40,0,88,0,35,2222,0,0,86,208,49,0,1,66,17,0,37,3,3,0,68,1,1,0,84,2322,82,1,48,40,40,0,0,15,76,51,65,0,27,0,0,0,0,5,0,2,0,1,1,1,0,3,40,77,0,89,45,0,0,1,0,18,40,0,5,72,51,69,59,10,10,0,17,22,2,0,63,1,3,35,45,5,8,10,64,29,26,70,10,16,40,0,66,10,10,0,71,30,30,31,51,31,48,71,54,23,0,0,
12,0,2,0,4,10,10,4,0,10,6,3,3,40,Marvin,Hill,8,6,10,80,0,0,0,4,0,0,0,0,40,0,90,0,45,10932,0,0,68,165,40,0,1,75,63,0,58,3,3,1,73,2,2,0,71,2302,85,0,60,63,65,3,0,31,77,80,70,0,65,0,0,0,5,0,0,3,0,2,2,2,0,18,40,85,0,74,64,0,0,1,0,28,40,5,0,69,73,68,65,0,0,0,63,64,5,0,74,11,4,54,45,5,42,10,60,29,26,78,10,102,52,0,63,10,10,0,71,45,53,45,78,48,80,73,71,64,0,0,
10,0,12,0,4,5,10,2,0,7,8,3,3,40,Bob,Stegall,10,4,0,80,0,0,0,4,3,3,0,0,40,0,87,0,72,10794,0,0,78,46,40,0,0,44,38,0,86,4,4,0,54,2,2,0,76,2295,86,1,71,40,40,0,0,16,78,54,40,0,39,0,0,0,5,12,0,0,0,1,1,1,0,10,40,69,0,44,55,0,0,0,0,2,40,5,12,50,77,74,47,1,1,0,39,39,4,0,42,1,15,87,67,5,42,26,44,10,11,76,9,71,76,8,56,4,10,0,59,71,74,71,76,64,83,77,49,39,0,0,
10,0,7,0,2,10,10,0,0,3,9,13,13,40,Michael,Jones,6,10,7,75,0,0,0,4,0,0,0,0,40,0,85,0,36,6671,1,0,64,16,40,0,0,38,80,0,39,4,4,0,51,2,2,0,61,2247,88,0,51,80,86,0,0,13,79,37,40,0,80,0,0,0,0,0,0,3,0,0,2,2,0,7,40,61,0,40,35,0,0,0,0,1,40,0,0,32,79,80,60,14,14,0,79,86,6,0,21,1,7,39,23,24,26,15,20,20,20,76,15,154,39,0,40,21,14,0,20,30,33,31,15,31,21,77,22,86,0,0,
4,0,11,0,10,8,10,5,0,10,7,3,3,55,Brian,Hill,7,8,7,83,0,0,0,4,2,2,2,2,40,0,80,0,44,10762,0,0,87,167,40,0,0,58,42,0,20,3,3,0,66,1,1,0,80,2209,85,0,52,42,41,0,0,35,80,68,77,0,36,0,0,0,0,9,0,3,0,1,1,1,0,1,51,80,0,77,70,0,0,0,0,6,40,0,9,63,60,76,68,3,3,0,42,40,3,1,67,2,1,18,44,0,42,6,59,30,0,73,0,45,44,0,58,0,1,0,74,27,21,14,87,36,80,73,85,40,0,0,
10,0,12,0,3,5,10,4,0,10,6,0,0,80,Richard,Lawson,8,6,10,84,0,0,0,4,0,0,0,0,40,0,84,0,36,1047,0,0,87,41,40,0,1,64,39,0,36,3,3,0,66,2,2,0,85,2130,85,0,48,40,40,0,1,9,81,52,80,0,19,0,0,0,0,0,0,3,0,2,1,1,0,0,82,83,0,56,44,0,0,1,0,3,40,0,0,68,51,77,62,7,0,0,38,39,2,0,64,3,0,28,45,5,4,10,59,29,26,73,10,32,35,0,47,10,10,0,77,25,24,23,84,22,81,76,89,39,0,1,
12,0,7,0,9,6,10,7,0,10,6,3,3,87,Myron,Morgan,8,10,10,84,0,0,0,4,0,0,0,0,40,0,85,0,84,11549,1,0,91,137,40,0,0,58,39,0,35,3,3,1,67,1,1,0,83,2127,88,0,59,40,40,0,0,16,82,66,75,0,23,15,15,0,0,10,0,2,0,2,1,1,0,18,78,86,0,76,82,0,0,0,0,29,40,0,10,63,59,77,55,1,1,0,40,39,4,0,59,1,16,78,80,0,45,6,51,29,0,72,0,12,67,8,51,10,10,0,65,89,84,34,84,37,75,73,90,40,0,1,
7,0,12,0,4,10,10,0,0,3,9,3,3,40,Kevin,Holland,6,10,7,77,0,0,0,4,0,0,0,0,40,0,84,0,82,8990,0,0,84,7,40,0,0,49,29,0,83,3,3,0,55,1,1,0,74,2123,81,0,78,63,64,0,0,16,83,29,40,0,63,0,0,0,0,12,0,2,0,0,1,1,0,8,40,60,0,57,24,0,0,0,0,11,40,0,12,49,81,79,40,6,6,0,29,28,1,0,47,5,10,78,42,24,35,15,44,20,20,73,15,72,77,0,42,21,14,0,33,53,56,65,15,81,22,76,39,28,0,0,
4,0,12,0,3,10,5,10,0,10,9,13,13,40,Jason,Tyler,5,10,10,66,0,2,2,4,0,0,0,0,40,0,90,0,37,8745,0,0,65,16,40,0,0,36,82,0,25,4,4,0,49,2,2,0,60,2012,89,0,65,82,82,0,0,13,84,25,40,0,81,0,0,1,0,12,0,3,0,1,2,2,0,6,40,60,0,40,26,0,0,0,1,1,40,0,12,32,83,77,61,3,3,0,82,82,4,0,17,5,6,35,22,21,34,21,19,15,20,77,17,171,55,0,40,20,16,0,29,16,17,26,26,31,29,77,37,82,0,0,
5,0,7,0,8,6,10,7,0,10,6,3,3,40,C.J.,Hayes,5,10,10,78,0,3,3,4,3,3,0,0,40,0,85,0,35,3095,0,0,86,162,40,0,0,56,22,0,37,3,3,0,73,1,1,0,83,1926,82,1,42,40,40,0,0,9,85,51,69,0,23,0,0,0,0,0,0,3,0,2,1,1,0,3,40,73,0,83,45,0,0,1,0,19,40,0,0,69,42,70,64,0,0,0,22,24,4,0,65,3,3,36,44,0,12,6,56,29,0,75,0,71,37,5,73,10,10,0,75,31,30,32,42,31,63,73,59,25,0,0,
4,0,10,0,0,4,2,8,0,0,3,13,13,40,Burditt,Webb,4,3,2,76,0,0,0,4,0,0,0,0,40,0,91,0,35,29,0,0,68,179,40,0,0,35,79,0,35,4,4,0,40,2,2,0,67,1876,79,0,61,79,85,1,0,3,86,37,40,0,80,18,18,0,0,0,0,2,0,0,2,2,0,6,40,40,0,40,39,0,0,1,0,2,40,0,0,34,85,78,62,10,10,0,78,85,3,0,21,5,8,37,34,21,0,21,19,8,20,77,16,123,57,0,42,10,16,0,48,33,32,30,55,32,42,77,40,85,0,0,
10,0,4,0,8,10,2,6,0,4,7,3,3,40,Leroy,Morrow,7,10,6,84,0,0,0,4,3,3,0,0,40,0,87,0,79,1159,0,0,78,168,40,0,0,50,38,0,75,3,3,0,60,1,1,0,75,1835,85,0,69,40,47,8,0,9,87,39,44,0,41,0,0,0,5,12,0,3,0,1,1,1,0,10,40,85,0,47,42,0,0,0,0,3,40,5,12,54,79,73,45,0,0,0,39,47,3,0,51,3,15,85,71,5,4,20,49,0,5,71,0,60,80,10,55,10,5,0,42,71,73,65,73,73,21,77,40,47,0,0,
5,0,4,0,10,10,10,4,0,10,6,3,3,40,Andrew,Calhoun,8,6,10,83,0,0,0,4,1,1,0,0,40,0,83,0,56,2339,0,0,88,205,40,0,0,74,29,0,47,3,3,0,76,1,1,0,82,1632,81,0,50,40,40,0,0,5,88,57,70,0,25,0,0,0,0,12,0,0,0,0,1,1,0,3,40,74,0,92,54,0,0,0,0,20,40,0,12,79,48,76,64,1,1,0,28,30,3,0,75,1,3,47,48,5,9,10,76,29,26,73,10,48,45,0,66,10,10,0,84,59,68,40,65,40,67,73,58,30,0,0,
11,0,4,0,12,10,10,4,0,10,6,3,3,40,Ron,Harper,8,6,10,87,0,0,0,4,1,1,0,0,40,0,95,0,37,5895,0,0,87,14,40,0,1,79,19,0,34,3,3,0,63,1,1,0,79,1554,86,1,57,40,40,0,0,0,89,48,64,0,30,10,10,0,0,12,0,2,0,0,1,1,0,3,40,92,0,91,47,0,0,0,0,21,40,0,12,91,47,74,41,4,4,0,20,20,5,0,79,1,3,30,44,5,23,10,85,29,26,72,10,17,38,0,64,10,10,0,78,28,30,30,60,31,51,73,76,19,0,0,
12,0,13,0,4,6,10,7,0,10,6,3,3,40,Karl,Holycross,8,10,10,82,0,0,0,4,0,0,0,0,40,0,91,0,84,3645,1,0,93,191,40,0,0,63,39,0,57,3,3,0,68,1,1,0,91,1405,84,0,67,40,44,0,0,7,90,20,48,0,23,13,13,0,5,0,0,3,0,1,1,1,0,12,40,82,0,67,15,0,0,1,0,2,40,5,0,64,54,79,58,0,0,0,40,44,3,0,67,3,16,83,77,0,14,6,51,29,0,69,0,0,65,8,57,10,10,0,35,85,84,50,22,50,60,76,49,44,0,1,
4,0,12,0,11,8,10,5,0,10,7,3,3,40,Dwight,Stewart,7,8,7,83,0,0,0,4,3,3,0,0,40,0,93,0,18,5135,0,0,92,10,40,0,0,61,42,0,35,3,3,1,73,2,2,0,92,1293,85,1,45,41,40,0,0,16,91,63,73,0,40,0,0,0,0,9,0,0,0,2,1,1,0,18,40,81,0,64,76,0,0,0,0,30,40,0,9,62,54,76,50,11,11,0,41,37,3,0,67,2,1,40,47,0,20,6,65,30,0,71,0,30,41,0,91,0,1,0,69,15,21,34,87,33,85,73,89,36,0,0,
10,0,4,0,5,6,10,7,0,10,6,3,3,40,Kyle,Harvey,5,10,10,76,0,1,1,4,1,1,3,3,40,0,76,0,35,7460,0,0,92,168,64,0,0,72,28,0,29,3,3,0,67,1,1,0,78,1220,84,1,44,40,40,0,0,16,92,57,57,0,32,0,0,0,5,0,0,0,0,1,1,1,0,3,40,70,0,79,53,0,0,1,0,22,40,5,0,71,48,67,61,0,0,0,28,28,1,0,62,1,3,34,45,0,29,6,66,29,0,74,0,40,33,5,72,10,10,0,76,30,26,34,44,31,58,69,50,27,0,1,
